"NOMBRE","CODIGO","STOCK","PRECIO","MIN","PROVEEDOR","MARCA"
"Trio Scons x300g","9489248036014","2","1140.00","0","",""
"Trio Surtidas Variette x350g","7885211378196","0","920.00","0","",""
"Trio Tartelettes x300g","9875527707374","44","1145.00","0","",""
"Trio Tri Chips x300g","5886140463629","0","920.00","0","",""
"Trio Tri Chispas Blancas x230g","1980592160439","0","1300.00","0","",""
"Trio Trichoc x300g","1897843940439","62","1150.00","0","",""
"Trompito azuquita c/billet x50","6596624854374","0","1200.00","0","",""
"Trompito libro p/ colorear","8660387287332","0","698.11","0","",""
"Turron Alteza mani x70g","9708471769576","0","450.00","0","",""
"Turron Arcor x50u.","6477557814079","0","6000.00","0","",""
"Turron con miel Georgalos x80g","5022375202483","0","97.12","0","",""
"Turron crocante Bonafide x80g","4575446922114","0","900.00","0","",""
"Turron crocante Real x200g","4523732431689","0","471.23","0","",""
"Turron crocante Real x90g","8146790432119","0","209.45","0","",""
"Turron de arroz Manduvi","2315175661479","7","2966.83","0","",""
"Turron de arroz Plin x20u","5868414975564","7","3650.00","0","",""
"Turron Fantasia Nevares","5156611314468","0","109.96","0","",""
"Turron Fulbito x50u","4766397128232","10","6550.00","0","",""
"Turron mani Real  x200g","8696373558108","0","750.00","0","",""
"Turron mani Real x300g","6423831623422","0","654.49","0","",""
"Turron mani Rosquinense x250g","4013882141184","0","488.69","0","",""
"Turron Misky x50u.","6363146558460","4","7900.00","0","",""
"Turron Namur crocante x90g","7199390560805","252","226.90","0","",""
"Turron Nevares x50u","9013043867151","0","1328.60","0","",""
"Turron Piñata x50u","3468818343139","0","4781.70","0","",""
"Tutucas x1kg Juli Croc","2443701657041","17","5108.00","0","",""
"Tutucas x1kg Los Rusitos","6438320225543","2","4200.00","0","",""
"Twist Barril","2563107682541","0","2657.21","0","",""
"Twister Pop x8u","3851055825649","0","4886.83","0","",""
"Uni Pop x9u","8598838580182","0","16300.00","0","",""
"Urquiza Bocadito Merenbom 12x25g","6644989061289","0","8800.00","0","",""
"Uvasal x2x5g","7496443828508","22","890.00","0","",""
"Vainillas Mauri x7ux80g","2821339051439","0","420.00","0","",""
"Vainillas Pozo x160g","8568317972434","0","950.00","0","",""
"Vape Ignite V150 15.000p","7186308684987","0","27000.00","0","",""
"Vape Luffbar 9.000p","5053712144589","0","23000.00","0","",""
"Variedad Terrabusi x390g","6092945283506","31","1950.00","0","",""
"VASO Acido Drop gel y gomitas x8u","3601923239755","7","44000.00","0","",""
"Vaso Malvaviscos x20u","3492340516451","16","12000.00","0","",""
"Vent3 Te Paracetamol 500mg sobre x5g","1536585535419","21","1050.00","0","",""
"Vick Vitapyrena sobre","6085052333554","145","1920.00","0","",""
"Vino Benjamin","8517286591981","0","3000.00","0","",""
"Vino Bodega Privada Malbec 750","6678970929156","122","3700.00","0","",""
"Vino Cavic tinto 12x1000","8846317256523","0","15840.00","0","",""
"Vino Otro Loco Mas","3948636233971","0","1429.38","0","",""
"Vino Uvita Blanco 12x1000","8852727298345","78","18500.00","0","",""
"Vino Uvita Rosado 12x1000","9761522515751","0","16400.00","0","",""
"Vino Uvita tinto 12x1000","1576780264719","0","16500.00","0","",""
"Viripotens 50mg tableta x2u","3037748111348","25","370.00","0","",""
"Vizzio almendras corazon x100g","2671381308378","0","872.64","0","",""
"Wacky Monkey x8u","4208115334610","0","20400.00","0","",""
"Watch Chocolate Reloj 10gx30u","7828138779282","1","9100.00","0","",""
"Water Pop x8u","9106416905185","0","15900.00","0","",""
"Xtreme Rainbow Fun x12u","7321967348420","0","5800.00","0","",""
"Yerba Canarias x1kg","2496289373565","0","9050.00","0","",""
"Yerba Canarias x500g","8471021262095","2","4780.00","0","",""
"Yerba Rosamonte comun x500g","8553711373703","13","1100.00","0","",""
"Yerba Rosamonte Suave x500g","2880982977975","0","1100.00","0","",""
"Yerba Soberania x1kg","6862826129483","0","2970.00","0","",""
"Yerba Soberania x500g","5263846787859","799","1490.00","0","",""
"Yerba Union x500g","3313848895950","0","824.66","0","",""
"Zed Candy bolsa x470g","6525946845844","4","8850.00","0","",""
